윈도우,단지,모델,RMSE,WAPE
BT@2025-06,강남구|개포동|래미안블레스티지|84.95,RandomWalk,27395.635297129604,0.07863777089783282
BT@2025-06,강남구|개포동|래미안블레스티지|84.95,SeasonalNaive,40671.447806374796,0.1139318885448917
BT@2025-06,강남구|개포동|래미안블레스티지|84.95,AR,29369.016753449094,0.0844607261476356
BT@2025-06,강남구|개포동|래미안블레스티지|99.91,RandomWalk,15394.127668259194,0.04054825813820642
BT@2025-06,강남구|개포동|래미안블레스티지|99.91,SeasonalNaive,18413.649828320245,0.04968589377498555
BT@2025-06,강남구|개포동|래미안블레스티지|99.91,AR,13743.10994829386,0.03629018536759499
BT@2025-06,강남구|개포동|래미안블레스티지|99.96,RandomWalk,15394.127668259194,0.04054825813820642
BT@2025-06,강남구|개포동|래미안블레스티지|99.96,SeasonalNaive,18413.649828320245,0.04968589377498555
BT@2025-06,강남구|개포동|래미안블레스티지|99.96,AR,13284.18331432526,0.035099584640234376
BT@2025-06,강남구|개포동|래미안블레스티지|99.97,RandomWalk,15394.127668259194,0.04054825813820642
BT@2025-06,강남구|개포동|래미안블레스티지|99.97,SeasonalNaive,18413.649828320245,0.04968589377498555
BT@2025-06,강남구|개포동|래미안블레스티지|99.97,AR,13284.18331432526,0.035099584640234376
BT@2025-06,강남구|개포동|래미안블레스티지|99.99,RandomWalk,15394.127668259194,0.04054825813820642
BT@2025-06,강남구|개포동|래미안블레스티지|99.99,SeasonalNaive,18413.649828320245,0.04968589377498555
BT@2025-06,강남구|개포동|래미안블레스티지|99.99,AR,13743.10994829386,0.03629018536759499
BT@2025-06,"강남구|개포동|신현대(현대9,11,12차)|128.62",RandomWalk,30456.195021155443,0.07692454601012683
BT@2025-06,"강남구|개포동|신현대(현대9,11,12차)|128.62",SeasonalNaive,54124.354416473114,0.1458897182934635
BT@2025-06,"강남구|개포동|신현대(현대9,11,12차)|128.62",AR,12044.774492851078,0.031036885576674344
BT@2025-06,"강남구|개포동|신현대(현대9,11,12차)|166.18",RandomWalk,36273.66405534472,0.08183749228044249
BT@2025-06,"강남구|개포동|신현대(현대9,11,12차)|166.18",SeasonalNaive,64921.61356333238,0.15382668509912764
BT@2025-06,"강남구|개포동|신현대(현대9,11,12차)|166.18",AR,28767.43581491181,0.06500795129627585
BT@2025-06,"강남구|개포동|신현대(현대9,11,12차)|176.56",RandomWalk,36273.66405534472,0.08183749228044249
BT@2025-06,"강남구|개포동|신현대(현대9,11,12차)|176.56",SeasonalNaive,64921.61356333238,0.15382668509912764
BT@2025-06,"강남구|개포동|신현대(현대9,11,12차)|176.56",AR,28767.43581491181,0.06500795129627585
BT@2025-06,"강남구|개포동|신현대(현대9,11,12차)|177.19",RandomWalk,36273.66405534472,0.08183749228044249
BT@2025-06,"강남구|개포동|신현대(현대9,11,12차)|177.19",SeasonalNaive,64921.61356333238,0.15382668509912764
BT@2025-06,"강남구|개포동|신현대(현대9,11,12차)|177.19",AR,28767.43581491181,0.06500795129627585
BT@2025-06,"강남구|개포동|신현대(현대9,11,12차)|95.4",RandomWalk,32734.03342852833,0.09985873425669017
BT@2025-06,"강남구|개포동|신현대(현대9,11,12차)|95.4",SeasonalNaive,54771.963631801074,0.18021621366176466
BT@2025-06,"강남구|개포동|신현대(현대9,11,12차)|95.4",AR,33948.750307942486,0.10311898924817733
BT@2025-06,강남구|개포동|우성3차|104.43,RandomWalk,17230.060940112726,0.05172413793103428
BT@2025-06,강남구|개포동|우성3차|104.43,SeasonalNaive,37631.98993764049,0.12701149425287392
BT@2025-06,강남구|개포동|우성3차|104.43,AR,16992.159518609547,0.04690305929580222
BT@2025-06,강남구|개포동|우성3차|133.46,RandomWalk,28759.056544562092,0.06208425720620765
BT@2025-06,강남구|개포동|우성3차|133.46,SeasonalNaive,60021.697465722034,0.15354767184035467
BT@2025-06,강남구|개포동|우성3차|133.46,AR,21336.44748866369,0.04462184974810859
BT@2025-06,강남구|개포동|우성3차|161.0,RandomWalk,34475.232655729174,0.07975460122699343
BT@2025-06,강남구|개포동|우성3차|161.0,SeasonalNaive,56692.70235224271,0.13650306748466223
BT@2025-06,강남구|개포동|우성3차|161.0,AR,28674.327725336658,0.0658365951151531
BT@2025-06,강남구|개포동|우성6차|54.98,RandomWalk,21311.186420907263,0.09523809523809468
BT@2025-06,강남구|개포동|우성6차|54.98,SeasonalNaive,36543.35324880111,0.16865079365079336
BT@2025-06,강남구|개포동|우성6차|54.98,AR,20259.472167984895,0.0906208804299472
BT@2025-06,강남구|개포동|우성6차|67.28,RandomWalk,43204.93798938568,0.16083916083916058
BT@2025-06,강남구|개포동|우성6차|67.28,SeasonalNaive,49286.57694207075,0.19230769230769199
BT@2025-06,강남구|개포동|우성6차|67.28,AR,41195.32580880826,0.15314207466867924
BT@2025-06,강남구|개포동|우성6차|79.97,RandomWalk,58166.427888717284,0.18518518518518567
BT@2025-06,강남구|개포동|우성6차|79.97,SeasonalNaive,60346.22330077228,0.19135802469135832
BT@2025-06,강남구|개포동|우성6차|79.97,AR,55660.4774707522,0.1766524551868944
BT@2025-06,강남구|개포동|우성8차|78.93,RandomWalk,15979.153085609038,0.06005221932114826
BT@2025-06,강남구|개포동|우성8차|78.93,SeasonalNaive,40542.159126848004,0.1546997389033941
BT@2025-06,강남구|개포동|우성8차|78.93,AR,17872.852026624478,0.06685430851882229
BT@2025-06,강남구|개포동|우성8차|79.61,RandomWalk,11902.380714237941,0.04635761589403916
BT@2025-06,강남구|개포동|우성8차|79.61,SeasonalNaive,26299.556396765784,0.09933774834437063
BT@2025-06,강남구|개포동|우성8차|79.61,AR,11488.39273966278,0.04390212933776434
BT@2025-06,강남구|개포동|현대3차|131.83,RandomWalk,1500.0000000001166,0.004504504504504854
BT@2025-06,강남구|개포동|현대3차|131.83,SeasonalNaive,43963.28961000695,0.11273773773773818
BT@2025-06,강남구|개포동|현대3차|131.83,AR,3265.048385454451,0.008126908654896174
BT@2025-06,강남구|개포동|현대3차|163.85,RandomWalk,1500.0000000002908,0.0036764705882360075
BT@2025-06,강남구|개포동|현대3차|163.85,SeasonalNaive,47949.19185971752,0.10784313725490205
BT@2025-06,강남구|개포동|현대3차|163.85,AR,9262.96148091426,0.01930676569085012
BT@2025-06,강남구|개포동|현대3차|168.35,RandomWalk,1500.0000000002908,0.0036764705882360075
BT@2025-06,강남구|개포동|현대3차|168.35,SeasonalNaive,47949.19185971752,0.10784313725490205
BT@2025-06,강남구|개포동|현대3차|168.35,AR,9262.96148091426,0.01930676569085012
BT@2025-06,강남구|개포동|현대3차|84.87,RandomWalk,2499.9999999998836,0.009090909090908667
BT@2025-06,강남구|개포동|현대3차|84.87,SeasonalNaive,39290.58411375432,0.1318181818181819
BT@2025-06,강남구|개포동|현대3차|84.87,AR,6726.716845929071,0.02345464928061273
BT@2025-06,강남구|논현동|거평프리젠|30.21,RandomWalk,2.1827872842550278e-11,5.859831635583968e-16
BT@2025-06,강남구|논현동|거평프리젠|30.21,SeasonalNaive,2.1827872842550278e-11,5.859831635583968e-16
BT@2025-06,강남구|논현동|거평프리젠|30.21,AR,312.1152160070562,0.0073919294560965704
BT@2025-06,강남구|논현동|거평프리젠|31.29,RandomWalk,2.1827872842550278e-11,5.859831635583968e-16
BT@2025-06,강남구|논현동|거평프리젠|31.29,SeasonalNaive,2.1827872842550278e-11,5.859831635583968e-16
BT@2025-06,강남구|논현동|거평프리젠|31.29,AR,312.1152160070562,0.0073919294560965704
BT@2025-06,강남구|논현동|거평프리젠|31.58,RandomWalk,2.1827872842550278e-11,5.859831635583968e-16
BT@2025-06,강남구|논현동|거평프리젠|31.58,SeasonalNaive,2.1827872842550278e-11,5.859831635583968e-16
BT@2025-06,강남구|논현동|거평프리젠|31.58,AR,312.1152160070562,0.0073919294560965704
BT@2025-06,강남구|논현동|거평프리젠|32.83,RandomWalk,2.1827872842550278e-11,5.859831635583968e-16
BT@2025-06,강남구|논현동|거평프리젠|32.83,SeasonalNaive,2.1827872842550278e-11,5.859831635583968e-16
BT@2025-06,강남구|논현동|거평프리젠|32.83,AR,287.726038425496,0.006809578409657219
BT@2025-06,강남구|논현동|거평프리젠|39.03,RandomWalk,3.637978807091713e-11,7.203918429884581e-16
BT@2025-06,강남구|논현동|거평프리젠|39.03,SeasonalNaive,3.637978807091713e-11,7.203918429884581e-16
BT@2025-06,강남구|논현동|거평프리젠|39.03,AR,847.5382102563606,0.014961517478473392
BT@2025-06,강남구|논현동|거평프리젠|42.01,RandomWalk,3.637978807091713e-11,7.203918429884581e-16
BT@2025-06,강남구|논현동|거평프리젠|42.01,SeasonalNaive,3.637978807091713e-11,7.203918429884581e-16
BT@2025-06,강남구|논현동|거평프리젠|42.01,AR,782.8670866301184,0.01382883985761477
BT@2025-06,강남구|논현동|거평프리젠|42.39,RandomWalk,3.637978807091713e-11,7.203918429884581e-16
BT@2025-06,강남구|논현동|거평프리젠|42.39,SeasonalNaive,3.637978807091713e-11,7.203918429884581e-16
BT@2025-06,강남구|논현동|거평프리젠|42.39,AR,782.8670866301184,0.01382883985761477
BT@2025-06,강남구|논현동|경남논현|114.27,RandomWalk,7499.999999999971,0.022222222222222393
BT@2025-06,강남구|논현동|경남논현|114.27,SeasonalNaive,7499.999999999971,0.022222222222222393
BT@2025-06,강남구|논현동|경남논현|114.27,AR,6482.444196659171,0.023727137015073584
BT@2025-06,강남구|논현동|경남논현|59.56,RandomWalk,24758.836806279884,0.2017167381974248
BT@2025-06,강남구|논현동|경남논현|59.56,SeasonalNaive,24758.836806279884,0.2017167381974248
BT@2025-06,강남구|논현동|경남논현|59.56,AR,24377.9041969662,0.19863336420959607
BT@2025-06,강남구|논현동|경남논현|83.72,RandomWalk,10000.000000000044,0.03448275862069026
BT@2025-06,강남구|논현동|경남논현|83.72,SeasonalNaive,10000.000000000044,0.03448275862069026
BT@2025-06,강남구|논현동|경남논현|83.72,AR,8799.285635616003,0.03645696742260536
BT@2025-06,강남구|논현동|경남논현|84.55,RandomWalk,10000.000000000044,0.03448275862069026
BT@2025-06,강남구|논현동|경남논현|84.55,SeasonalNaive,10000.000000000044,0.03448275862069026
BT@2025-06,강남구|논현동|경남논현|84.55,AR,8799.285635616003,0.03645696742260536
BT@2025-06,강남구|논현동|경남논현|84.89,RandomWalk,10000.000000000044,0.03448275862069026
BT@2025-06,강남구|논현동|경남논현|84.89,SeasonalNaive,10000.000000000044,0.03448275862069026
